"word","polarity"
"detestable","negative"
"detestably","negative"
"detraction","negative"
"detriment","negative"
"detrimental","negative"
"devastated","negative"
"devastating","negative"
"devastatingly","negative"
"devastation","negative"
"deviate","negative"
"deviate","negative"
"deviation","negative"
"devil","negative"
"devilish","negative"
"devilishly","negative"
"devilment","negative"
"devilry","negative"
"devious","negative"
"deviously","negative"
"deviousness","negative"
"devoid","negative"
"diabolic","negative"
"diabolical","negative"
"diabolically","negative"
"diametrically","negative"
"diatribe","negative"
"diatribes","negative"
"dictator","negative"
"dictatorial","negative"
"difficult","negative"
"difficulties","negative"
"difficulties","negative"
"difficulty","negative"
"difficulty","negative"
"diffidence","negative"
"diffidence","negative"
"dig","negative"
"dilapidated","negative"
"dilemma","negative"
"dilemma","negative"
"dim","negative"
"diminishing","negative"
"din","negative"
"dinky","negative"
"dire","negative"
"direly","negative"
"direness","negative"
"dirt","negative"
"dirty","negative"
"disabled","negative"
"disaccord","negative"
"disadvantage","negative"
"disadvantaged","negative"
"disadvantageous","negative"
"disadvantageous","negative"
"disaffected","negative"
"disagreement","negative"
"disagreement","negative"
"disappointed","negative"
"disappointing","negative"
"disappointment","negative"
"disappointment","negative"
"disapprobation","negative"
"disapproval","negative"
"disapproval","negative"
"disapproving","negative"
"disarray","negative"
"disarray","negative"
"disaster","negative"
"disastrous","negative"
"disastrously","negative"
"disavowal","negative"
"disbelief","negative"
"disbeliever","negative"
"discomfititure","negative"
"discomfort","negative"
"disconcerted","negative"
"disconcerting","negative"
"disconcertingly","negative"
"disconsolate","negative"
"disconsolately","negative"
"disconsolation","negative"
"discontent","negative"
"discontent","negative"
"discontented","negative"
"discontentedly","negative"
"discontinuity","negative"
"discontinuity","negative"
"discord","negative"
"discordance","negative"
"discordant","negative"
"discountenance","negative"
"discouragement","negative"
"discouraging","negative"
"discouragingly","negative"
"discourteous","negative"
"discourteously","negative"
"discrepant","negative"
"discrimination","negative"
"discrimination","negative"
"discriminatory","negative"
"disdain","negative"
"disdainful","negative"
"disdainfully","negative"
"disease","negative"
"diseased","negative"
"disgrace","negative"
"disgraced","negative"
"disgraceful","negative"
"disgracefully","negative"
"disgruntled","negative"
"disgust","negative"
"disgusted","negative"
"disgustedly","negative"
"disgustful","negative"
"disgustfully","negative"
"disgusting","negative"
"disgustingly","negative"
"disheartening","negative"
"dishearteningly","negative"
"dishonest","negative"
"dishonest","negative"
"dishonestly","negative"
"dishonesty","negative"
"dishonor","negative"
"dishonorable","negative"
"dishonorablely","negative"
"disillusion","negative"
"disillusioned","negative"
"disinclination","negative"
"disinclined","negative"
"disingenuous","negative"
"disingenuously","negative"
"disinterested","negative"
"disintegration","negative"
"disinterest","negative"
"disinterested","negative"
"dislocated","negative"
"disloyal","negative"
"disloyal","negative"
"disloyalty","negative"
"dismal","negative"
"dismally","negative"
"dismalness","negative"
"dismay","negative"
"dismayed","negative"
"dismaying","negative"
"dismayingly","negative"
"dismissive","negative"
"dismissive","negative"
"dismissively","negative"
"disobedience","negative"
"disobedient","negative"
"disorder","negative"
"disordered","negative"
"disorderly","negative"
"disorganized","negative"
"disoriented","negative"
"disparaging","negative"
"disparagingly","negative"
"dispensable","negative"
"dispirited","negative"
"dispiritedly","negative"
"displaced","negative"
"displeasing","negative"
"displeasure","negative"
"displeasure","negative"
"disproportionate","negative"
"disputable","negative"
"dispute","negative"
"disputed","negative"
"disquieting","negative"
"disquietingly","negative"
"disquietude","negative"
"disregard","negative"
"disregard","negative"
"disregardful","negative"
"disreputable","negative"
"disrepute","negative"
"disrespectable","negative"
"disrespectablity","negative"
"disrespectful","negative"
"disrespectfully","negative"
"disrespectfulness","negative"
"disrespecting","negative"
"disrespecting","negative"
"disruption","negative"
"disruption","negative"
"disruptive","negative"
"dissatisfaction","negative"
"dissatisfaction","negative"
"dissatisfactory","negative"
"dissatisfied","negative"
"dissembler","negative"
"dissension","negative"
"dissent","negative"
"dissent","negative"
"dissenter","negative"
"dissention","negative"
"disservice","negative"
"disservice","negative"
"dissidence","negative"
"dissident","negative"
"dissident","negative"
"dissidents","negative"
"dissidents","negative"
"dissocial","negative"
"dissolute","negative"
"dissolution","negative"
"dissonance","negative"
"dissonant","negative"
"dissonantly","negative"
"dissuasive","negative"
"distaste","negative"
"distasteful","negative"
"distastefully","negative"
"distortion","negative"
"distortion","negative"
"distracting","negative"
"distraction","negative"
"distraction","negative"
"distraught","negative"
"distraughtly","negative"
"distraughtness","negative"
"distressed","negative"
"distressing","negative"
"distressingly","negative"
"distrustful","negative"
"distrusting","negative"
"disturbed","negative"
"disturbed-let","negative"
"disturbed-let","negative"
"disturbing","negative"
"disturbingly","negative"
"disunity","negative"
"disvalue","negative"
"divergent","negative"
"divided","negative"
"division","negative"
"divisive","negative"
"divisively","negative"
"divisiveness","negative"
"divorce","negative"
"divorced","negative"
"dizzy","negative"
"dizzing","negative"
"dizzingly","negative"
"doddering","negative"
"dodgey","negative"
"dogged","negative"
"doggedly","negative"
"dogmatic","negative"
"doldrums","negative"
"dominance","negative"
"dominance","negative"
"domination","negative"
"domination","negative"
"domineering","negative"
"domineering","negative"
"doomsday","negative"
"doomsday","negative"
"dope","negative"
"doubt","negative"
"doubtful","negative"
"doubtfully","negative"
"doubts","negative"
"doubts","negative"
"down","negative"
"downbeat","negative"
"downcast","negative"
"downer","negative"
"downfall","negative"
"downfallen","negative"
"downhearted","negative"
"downheartedly","negative"
"downside","negative"
"drab","negative"
"draconian","negative"
"draconic","negative"
"dragon","negative"
"dragons","negative"
"dragons","negative"
"drain","negative"
"drain","negative"
"drama","negative"
"drama","negative"
"drastic","negative"
"drastically","negative"
"dread","negative"
"dreadful","negative"
"dreadfully","negative"
"dreadfulness","negative"
"dreary","negative"
"drones","negative"
"drones","negative"
"drought","negative"
"drought","negative"
"drowning","negative"
"drunk","negative"
"drunkard","negative"
"drunken","negative"
"dubious","negative"
"dubiously","negative"
"dubitable","negative"
"dud","negative"
"dull","negative"
"dullard","negative"
"dumb","negative"
"dumb","negative"
"dumbfounded","negative"
"dummy","negative"
"dump","negative"
"dunce","negative"
"dungeon","negative"
"dungeons","negative"
"dungeons","negative"
"dusty","negative"
"dwindling","negative"
"dying","negative"
"earsplitting","negative"
"eccentric","negative"
"eccentricity","negative"
"edgy","negative"
"effigy","negative"
"effrontery","negative"
"ego","negative"
"ego","negative"
"egocentric","negative"
"egomania","negative"
"egotism","negative"
"egotistical","negative"
"egotistically","negative"
"egregious","negative"
"egregiously","negative"
"election-rigger","negative"
"election-rigger","negative"
"elimination","negative"
"emaciated","negative"
"embarrassing","negative"
"embarrassingly","negative"
"embarrassment","negative"
"embattled","negative"
"embroiled","negative"
"embroilment","negative"
"emotional","negative"
"empathy","negative"
"emphatic","negative"
"emphatically","negative"
"emptiness","negative"
"emptiness","negative"
"empty","negative"
"encroachment","negative"
"endless","negative"
"enemies","negative"
"enemies","negative"
"enemy","negative"
"enmity","negative"
"enormities","negative"
"enormity","negative"
"enormous","negative"
"enormously","negative"
"enraged","negative"
"entanglement","negative"
"entrapment","negative"
"envious","negative"
"enviously","negative"
"enviousness","negative"
"envy","negative"
"epidemic","negative"
"equivocal","negative"
"erosion","negative"
"errant","negative"
"erratic","negative"
"erratically","negative"
"erroneous","negative"
"erroneously","negative"
"error","negative"
"error","negative"
"escapade","negative"
"esoteric","negative"
"estranged","negative"
"eternal","negative"
"evasion","negative"
"evasive","negative"
"evil","negative"
"evil","negative"
"evildoer","negative"
"evils","negative"
"evils","negative"
"exacting","negative"
"exaggeration","negative"
"exaggeration","negative"
"exasperation","negative"
"exasperating","negative"
"excessive","negative"
"excessively","negative"
"exclusion","negative"
"excruciating","negative"
"excruciatingly","negative"
"excuse","negative"
"excuse","negative"
"excuses","negative"
"excuses","negative"
"exhaustion","negative"
"exorbitant","negative"
"exorbitantance","negative"
"exorbitantly","negative"
"expedient","negative"
"expediencies","negative"
"expediencies","negative"
"expensive","negative"
"expensive","negative"
"exploitation","negative"
"exploitation","negative"
"exposed","negative"
"explosive","negative"
"expropriate","negative"
"expropriate","negative"
"expropriation","negative"
"expropriation","negative"
"extermination","negative"
"extortion","negative"
"extraneous","negative"
"extravagance","negative"
"extravagant","negative"
"extravagantly","negative"
"extreme","negative"
"extreme","negative"
"extremely","negative"
"extremism","negative"
"extremism","negative"
"extremist","negative"
"extremists","negative"
"extremists","negative"
"fabrication","negative"
"facetious","negative"
"facetiously","negative"
"fading","negative"
"failing","negative"
"failure","negative"
"failure","negative"
"failures","negative"
"failures","negative"
"faint","negative"
"fainthearted","negative"
"faithless","negative"
"fake","negative"
"fallacies","negative"
"fallacies","negative"
"fallacious","negative"
"fallaciously","negative"
"fallaciousness","negative"
"fallacy","negative"
"fallout","negative"
"false","negative"
"false","negative"
"falsehood","negative"
"falsely","negative"
"famine","negative"
"famished","negative"
"fanatic","negative"
"fanatical","negative"
"fanatically","negative"
"fanaticism","negative"
"fanatics","negative"
"fanciful","negative"
"far-fetched","negative"
"farfetched","negative"
"farce","negative"
"farcical","negative"
"farcical-yet-provocative","negative"
"farcically","negative"
"fascism","negative"
"fascism","negative"
"fascist","negative"
"fastidious","negative"
"fastidiously","negative"
"fastuous","negative"
"fat","negative"
"fatal","negative"
"fatalistic","negative"
"fatalistically","negative"
"fatally","negative"
"fateful","negative"
"fatefully","negative"
"fathomless","negative"
"fatigue","negative"
"fatty","negative"
"fatuity","negative"
"fatuous","negative"
"fatuously","negative"
"faulty","negative"
"fawningly","negative"
"fear","negative"
"fearful","negative"
"fearfully","negative"
"fears","negative"
"fears","negative"
"fearsome","negative"
"feckless","negative"
"feeble","negative"
"feeblely","negative"
"feebleminded","negative"
"feint","negative"
"fell","negative"
"felon","negative"
"felonious","negative"
"ferocious","negative"
"ferociously","negative"
"ferocity","negative"
"feverish","negative"
"fetid","negative"
"fever","negative"
"fiasco","negative"
"fiat","negative"
"fiat","negative"
"fib","negative"
"fibber","negative"
"fickle","negative"
"fiction","negative"
"fiction","negative"
"fictional","negative"
"fictitious","negative"
"fidgety","negative"
"fiend","negative"
"fiendish","negative"
"fierce","negative"
"fight","negative"
"fight","negative"
"figurehead","negative"
"figurehead","negative"
"filth","negative"
"filthy","negative"
"fissures","negative"
"fissures","negative"
"fist","negative"
"flabbergasted","negative"
"flagging","negative"
"flagrant","negative"
"flagrantly","negative"
"flak","negative"
"flak","negative"
"flake","negative"
"flakey","negative"
"flaky","negative"
"flash","negative"
"flash","negative"
"flat-out","negative"
"flaw","negative"
"flaw","negative"
"flaws","negative"
"flawed","negative"
"flawed","negative"
"fleeting","negative"
"flighty","negative"
"flimflam","negative"
"flimsy","negative"
"floundering","negative"
"foe","negative"
"foolhardy","negative"
"foolishly","negative"
"foolishness","negative"
"forbid","negative"
"forbidden","negative"
"forbidding","negative"
"forbidding","negative"
"forceful","negative"
"foreboding","negative"
"forebodingly","negative"
"forged","negative"
"forgetful","negative"
"forgetfully","negative"
"forgetfulness","negative"
"forlorn","negative"
"forlornly","negative"
"formidable","negative"
"forsaken","negative"
"foul","negative"
"foul","negative"
"foully","negative"
"foulness","negative"
"fractious","negative"
"fractiously","negative"
"fracture","negative"
"fragile","negative"
"fragile","negative"
"fragmented","negative"
"frail","negative"
"frantic","negative"
"frantically","negative"
"franticly","negative"
"fraud","negative"
"fraud","negative"
"fraudulent","negative"
"fraught","negative"
"fraught","negative"
"freak","negative"
"freakish","negative"
"freakish","negative"
"freakishly","negative"
"frazzle","negative"
"frazzled","negative"
"frenetic","negative"
"frenetically","negative"
"frenzied","negative"
"frenzy","negative"
"fretful","negative"
"friction","negative"
"friction","negative"
"frictions","negative"
"frictions","negative"
"friggin","negative"
"fright","negative"
"frightening","negative"
"frighteningly","negative"
"frighteningly","negative"
"frightful","negative"
"frightfully","negative"
"frigid","negative"
"frivolous","negative"
"frown","negative"
"frown","negative"
"frozen","negative"
"fruitless","negative"
"fruitlessly","negative"
"frustrated","negative"
"frustrating","negative"
"frustrating","negative"
"frustratingly","negative"
"frustration","negative"
"fudge","negative"
"fudge","negative"
"fugitive","negative"
"full-blown","negative"
"fundamentalism","negative"
"fundamentalism","negative"
"furious","negative"
"furiously","negative"
"furor","negative"
"fury","negative"
"fuss","negative"
"fuss","negative"
"fussy","negative"
"fusty","negative"
"futile","negative"
"futilely","negative"
"futility","negative"
"fuzzy","negative"
"gaff","negative"
"gaffe","negative"
"gainsayer","negative"
"gaga","negative"
"galling","negative"
"gallingly","negative"
"gamble","negative"
"game","negative"
"garbage","negative"
"garbage","negative"
"garish","negative"
"gasp","negative"
"gasp","negative"
"gauche","negative"
"gaudy","negative"
"gawky","negative"
"genocide","negative"
"genocide","negative"
"get-rich","negative"
"get-rich","negative"
"ghastly","negative"
"ghetto","negative"
"gibberish","negative"
"glare","negative"
"glaring","negative"
"glaringly","negative"
"glib","negative"
"glibly","negative"
"glitch","negative"
"gloatingly","negative"
"gloom","negative"
"gloomy","negative"
"glum","negative"
"glut","negative"
"gnawing","negative"
"goading","negative"
"god-awful","negative"
"goddam","negative"
"goddamn","negative"
"goof","negative"
"gossip","negative"
"gossip","negative"
"graceless","negative"
"gracelessly","negative"
"graft","negative"
"grandiose","negative"
"grating","negative"
"gratuitous","negative"
"gratuitous","negative"
"grave","negative"
"gravely","negative"
"greed","negative"
"greedy","negative"
"grief","negative"
"grievance","negative"
"grievances","negative"
"grievances","negative"
"grieving","negative"
"grievous","negative"
"grievously","negative"
"grim","negative"
"grind","negative"
"grind","negative"
"gripe","negative"
"grisly","negative"
"gritty","negative"
"gross","negative"
"grossly","negative"
"grotesque","negative"
"grouch","negative"
"grouchy","negative"
"groundless","negative"
"grudges","negative"
"grudges","negative"
"grudging","negative"
"gruesome","negative"
"gruesomely","negative"
"gruff","negative"
"guile","negative"
"guilt","negative"
"guilty","negative"
"guiltily","negative"
"gullible","negative"
"haggard","negative"
"halfhearted","negative"
"halfheartedly","negative"
"hallucination","negative"
"hamstring","negative"
"hamstrung","negative"
"handicapped","negative"
"hapless","negative"
"haphazard","negative"
"harangue","negative"
"harassment","negative"
"harassment","negative"
"harboring","negative"
"harboring","negative"
"harbors","negative"
"harbors","negative"
"hard","negative"
"hard-hit","negative"
"hard-line","negative"
"hard-liner","negative"
"hardball","negative"
"hardball","negative"
"hardened","negative"
"hardheaded","negative"
"hardhearted","negative"
"hardliner","negative"
"hardliners","negative"
"hardliners","negative"
"hardly","negative"
"hardship","negative"
"hardships","negative"
"hardships","negative"
"harm","negative"
"harm","negative"
"harmful","negative"
"harms","negative"
"harms","negative"
"harpy","negative"
"harridan","negative"
"harried","negative"
"harsh","negative"
"hassle","negative"
"haste","negative"
"haste","negative"
"hasty","negative"
"hasty","negative"
"hater","negative"
"hateful","negative"
"hatefully","negative"
"hatefulness","negative"
"haughtily","negative"
"haughty","negative"
"hatred","negative"
"haunting","negative"
"havoc","negative"
"hawkish","negative"
"hawkish","negative"
"hazard","negative"
"hazardous","negative"
"hazy","negative"
"headache","negative"
"headaches","negative"
"headaches","negative"
"heartbreak","negative"
"heartbreaker","negative"
"heartbreaking","negative"
"heartbreakingly","negative"
"heartless","negative"
"heartrending","negative"
"heathen","negative"
"heathen","negative"
"heavily","negative"
"heavy-handed","negative"
"heavyhearted","negative"
"heck","negative"
"heck","negative"
"hectic","negative"
"hedonistic","negative"
"heedless","negative"
"hegemonism","negative"
"hegemonism","negative"
"hegemonistic","negative"
"hegemony","negative"
"hegemony","negative"
"hegemony","negative"
"heinous","negative"
"hell","negative"
"hell-bent","negative"
"helpless","negative"
"helplessly","negative"
"helplessness","negative"
"heresy","negative"
"heretic","negative"
"heretical","negative"
"hesitant","negative"
"hideous","negative"
"hideously","negative"
"hideousness","negative"
"hindrance","negative"
"hole","negative"
"hollow","negative"
"hopeless","negative"
"hopelessly","negative"
"hopelessness","negative"
"horde","negative"
"horrendous","negative"
"horrendously","negative"
"horrible","negative"
"horribly","negative"
"horrid","negative"
"horrific","negative"
"horrifically","negative"
"horrify","negative"
"horrifying","negative"
"horrifyingly","negative"
"horror","negative"
"horrors","negative"
"hostage","negative"
"hostile","negative"
"hostile","negative"
"hostilities","negative"
"hostilities","negative"
"hostility","negative"
"hostility","negative"
"hothead","negative"
"hotheaded","negative"
"hotbeds","negative"
"hotbeds","negative"
"hothouse","negative"
"hothouse","negative"
"hubris","negative"
"huckster","negative"
"humbling","negative"
"humiliating","negative"
"humiliation","negative"
"hungry","negative"
"hurt","negative"
"hurtful","negative"
"hustler","negative"
"hypocrisy","negative"
"hypocrite","negative"
"hypocrites","negative"
"hypocritical","negative"
"hypocritically","negative"
"hysteria","negative"
"hysteric","negative"
"hysterical","negative"
"hysterically","negative"
"hysterics","negative"
"icy","negative"
"idiocies","negative"
"idiocy","negative"
"idiot","negative"
"idiotic","negative"
"idiotically","negative"
"idiots","negative"
"idle","negative"
"ignoble","negative"
"ignominious","negative"
"ignominiously","negative"
"ignominy","negative"
"ignorance","negative"
"ignorance","negative"
"ignorant","negative"
"ignorant","negative"
"ill","negative"
"ill","negative"
"ill-advised","negative"
"ill-conceived","negative"
"ill-fated","negative"
"ill-favored","negative"
"ill-mannered","negative"
"ill-natured","negative"
"ill-sorted","negative"
"ill-tempered","negative"
"ill-treated","negative"
"ill-treatment","negative"
"ill-treatment","negative"
"ill-usage","negative"
"ill-used","negative"
"illegal","negative"
"illegally","negative"
"illegitimate","negative"
"illicit","negative"
"illiquid","negative"
"illiterate","negative"
"illness","negative"
"illogic","negative"
"illogical","negative"
"illogically","negative"
"illusion","negative"
"illusion","negative"
"illusions","negative"
"illusions","negative"
"illusory","negative"
"imaginary","negative"
"imbalance","negative"
"imbalance","negative"
"imbecile","negative"
"imbroglio","negative"
"immaterial","negative"
"immature","negative"
"imminence","negative"
"imminent","negative"
"imminently","negative"
"immobilized","negative"
"immoderate","negative"
"immoderately","negative"
"immodest","negative"
"immoral","negative"
"immorality","negative"
"immorally","negative"
"immovable","negative"
"impaired","negative"
"impasse","negative"
"impatience","negative"
"impatient","negative"
"impatiently","negative"
"impedance","negative"
"impediment","negative"
"impending","negative"
"impending","negative"
"impenitent","negative"
"imperfect","negative"
"imperfectly","negative"
"imperialist","negative"
"imperious","negative"
"imperiously","negative"
"impermissible","negative"
"impersonal","negative"
"impertinent","negative"
"impetuous","negative"
"impetuously","negative"
"impiety","negative"
"impious","negative"
"implacable","negative"
"implausible","negative"
"implausibly","negative"
"implication","negative"
"implication","negative"
"impolite","negative"
"impolitely","negative"
"impolitic","negative"
"importunate","negative"
"imposers","negative"
"imposers","negative"
"imposing","negative"
"imposing","negative"
"imposition","negative"
"imposition","negative"
"impossible","negative"
"impossiblity","negative"
"impossibly","negative"
"impotent","negative"
"impotent","negative"
"impoverished","negative"
"impractical","negative"
"impractical","negative"
"imprecise","negative"
"imprecisely","negative"
"imprecision","negative"
"improbability","negative"
"improbable","negative"
"improbably","negative"
"improper","negative"
"improperly","negative"
"impropriety","negative"
"imprudence","negative"
"imprudent","negative"
"impudence","negative"
"impudent","negative"
"impudently","negative"
"impulsive","negative"
"impulsively","negative"
"impunity","negative"
"impunity","negative"
"impure","negative"
"impurity","negative"
"inability","negative"
"inability","negative"
"inaccessible","negative"
"inaccuracy","negative"
"inaccuracies","negative"
"inaccurate","negative"
"inaccurately","negative"
"inaction","negative"
"inactive","negative"
"inadequacy","negative"
"inadequate","negative"
"inadequately","negative"
"inadverent","negative"
"inadverently","negative"
"inadvisable","negative"
"inadvisably","negative"
"inane","negative"
"inanely","negative"
"inappropriate","negative"
"inappropriately","negative"
"inapt","negative"
"inaptitude","negative"
"inarticulate","negative"
"inattentive","negative"
"incapable","negative"
"incapably","negative"
"incautious","negative"
"incendiary","negative"
"incessant","negative"
"incessantly","negative"
"incitement","negative"
"incitement","negative"
"incivility","negative"
"inclement","negative"
"incognizant","negative"
"incoherence","negative"
"incoherent","negative"
"incoherently","negative"
"incommensurate","negative"
"incomparable","negative"
"incomparably","negative"
"incompatibility","negative"
"incompatible","negative"
"incompatible","negative"
"incompetence","negative"
"incompetent","negative"
"incompetently","negative"
"incomplete","negative"
"incompliant","negative"
"incomprehensible","negative"
"incomprehension","negative"
"inconceivable","negative"
"inconceivably","negative"
"inconclusive","negative"
"incongruous","negative"
"incongruously","negative"
"inconsequent","negative"
"inconsequently","negative"
"inconsequential","negative"
"inconsequentially","negative"
"inconsiderate","negative"
"inconsiderately","negative"
"inconsistence","negative"
"inconsistencies","negative"
"inconsistencies","negative"
"inconsistency","negative"
"inconsistent","negative"
"inconsolable","negative"
"inconsolably","negative"
"inconstant","negative"
"inconvenience","negative"
"inconvenience","negative"
"inconvenient","negative"
"inconveniently","negative"
"incorrect","negative"
"incorrectly","negative"
"incorrigible","negative"
"incorrigibly","negative"
"incredulous","negative"
"incredulously","negative"
"indecency","negative"
"indecent","negative"
"indecently","negative"
"indecision","negative"
"indecisive","negative"
"indecisively","negative"
"indecorum","negative"
"indefensible","negative"
"indefensible","negative"
"indefinite","negative"
"indefinitely","negative"
"indelicate","negative"
"indeterminable","negative"
"indeterminably","negative"
"indeterminate","negative"
"indifference","negative"
"indifferent","negative"
"indigent","negative"
"indignant","negative"
"indignantly","negative"
"indignation","negative"
"indignity","negative"
"indignity","negative"
"indiscernible","negative"
"indiscreet","negative"
"indiscreet","negative"
"indiscreetly","negative"
"indiscriminate","negative"
"indiscriminating","negative"
"indiscriminately","negative"
"indisposed","negative"
"indistinct","negative"
"indistinctive","negative"
"indoctrination","negative"
"indoctrination","negative"
"indolent","negative"
"ineffective","negative"
"ineffectively","negative"
"ineffectiveness","negative"
"ineffectual","negative"
"ineffectually","negative"
"ineffectualness","negative"
"inefficacious","negative"
"inefficacious","negative"
"inefficacy","negative"
"inefficiency","negative"
"inefficient","negative"
"inefficiently","negative"
"ineligible","negative"
"inelegance","negative"
"inelegant","negative"
"ineloquent","negative"
"ineloquently","negative"
"inept","negative"
"ineptitude","negative"
"ineptly","negative"
"inequalities","negative"
"inequalities","negative"
"inequality","negative"
"inequality","negative"
"inequitable","negative"
"inequitably","negative"
"inequities","negative"
"inequities","negative"
"inertia","negative"
"inertia","negative"
"inescapable","negative"
"inescapably","negative"
"inessential","negative"
"inevitable","negative"
"inevitable","negative"
"inevitably","negative"
"inexact","negative"
"inexcusable","negative"
"inexcusably","negative"
"inexorable","negative"
"inexorably","negative"
"inexperience","negative"
"inexperienced","negative"
"inexpert","negative"
"inexpertly","negative"
"inexpiable","negative"
"inexplainable","negative"
"inexplicable","negative"
"inextricable","negative"
"inextricably","negative"
"infamous","negative"
"infamously","negative"
"infamy","negative"
"infected","negative"
"inferior","negative"
"inferiority","negative"
"infernal","negative"
"infested","negative"
"infidel","negative"
"infidels","negative"
"infiltrator","negative"
"infiltrators","negative"
"infiltrators","negative"
"infirm","negative"
"inflammatory","negative"
"inflated","negative"
"inflationary","negative"
"inflexible","negative"
"infraction","negative"
"infringement","negative"
"infringements","negative"
"infringements","negative"
"infuriated","negative"
"infuriating","negative"
"infuriatingly","negative"
"inglorious","negative"
"ingrate","negative"
"ingratitude","negative"
"inhibition","negative"
"inhospitable","negative"
"inhospitality","negative"
"inhuman","negative"
"inhumane","negative"
"inhumanity","negative"
"inimical","negative"
"inimically","negative"
"iniquitous","negative"
"iniquity","negative"
"injudicious","negative"
"injurious","negative"
"injury","negative"
"injustice","negative"
"injustice","negative"
"injustices","negative"
"injustices","negative"
"innuendo","negative"
"innuendo","negative"
"inopportune","negative"
"inordinate","negative"
"inordinately","negative"
"insane","negative"
"insanely","negative"
"insanity","negative"
"insatiable","negative"
"insecure","negative"
"insecurity","negative"
"insecurity","negative"
"insensible","negative"
"insensitive","negative"
"insensitively","negative"
"insensitivity","negative"
"insensitivity","negative"
"insidious","negative"
"insidiously","negative"
"insignificance","negative"
"insignificant","negative"
"insignificantly","negative"
"insincere","negative"
"insincerely","negative"
"insincerity","negative"
"insinuating","negative"
"insinuation","negative"
"insinuation","negative"
"insociable","negative"
"isolation","negative"
"insolence","negative"
"insolence","negative"
"insolent","negative"
"insolently","negative"
"insolvent","negative"
"insouciance","negative"
"instability","negative"
"instable","negative"
"instigator","negative"
"instigators","negative"
"insubordinate","negative"
"insubstantial","negative"
"insubstantially","negative"
"insufferable","negative"
"insufferably","negative"
"insufficiency","negative"
"insufficient","negative"
"insufficiently","negative"
"insular","negative"
"insult","negative"
"insulted","negative"
"insulting","negative"
"insulting","negative"
"insultingly","negative"
"insupportable","negative"
"insupportably","negative"
"insurmountable","negative"
"insurmountably","negative"
"insurrection","negative"
"insurrection","negative"
"interference","negative"
"interference","negative"
"intermittent","negative"
"interruption","negative"
"intimidating","negative"
"intimidatingly","negative"
"intimidation","negative"
"intimidation","negative"
"intolerable","negative"
"intolerablely","negative"
"intolerance","negative"
"intolerance","negative"
"intolerant","negative"
"intractable","negative"
"intransigence","negative"
"intransigence","negative"
"intransigent","negative"
"intrusion","negative"
"intrusive","negative"
"inundated","negative"
"invader","negative"
"invader","negative"
"invalid","negative"
"invalidity","negative"
"invasive","negative"
"invective","negative"
"invidious","negative"
"invidiously","negative"
"invidiousness","negative"
"involuntarily","negative"
"involuntary","negative"
"irate","negative"
"irately","negative"
"ire","negative"
"irksome","negative"
"ironic","negative"
"ironies","negative"
"ironies","negative"
"irony","negative"
"irrational","negative"
"irrationality","negative"
"irrationally","negative"
"irreconcilable","negative"
"irredeemable","negative"
"irredeemably","negative"
"irreformable","negative"
"irregular","negative"
"irregularity","negative"
"irrelevance","negative"
"irrelevant","negative"
"irreparable","negative"
"irreplacible","negative"
"irrepressible","negative"
"irresolute","negative"
"irresolvable","negative"
"irresponsible","negative"
"irresponsibly","negative"
"irretrievable","negative"
"irreverence","negative"
"irreverent","negative"
"irreverently","negative"
"irreversible","negative"
"irreversible","negative"
"irritable","negative"
"irritably","negative"
"irritant","negative"
"irritated","negative"
"irritating","negative"
"irritation","negative"
"irritation","negative"
"isolated","negative"
"isolation","negative"
"jaded","negative"
"jam","negative"
"jaundiced","negative"
"jealous","negative"
"jealously","negative"
"jealousness","negative"
"jealousy","negative"
"jeer","negative"
"jeers","negative"
"jeopardy","negative"
"jittery","negative"
"jobless","negative"
"joker","negative"
"jumpy","negative"
"junk","negative"
"junky","negative"
"juvenile","negative"
"kaput","negative"
"keen","negative"
"kick","negative"
"kick","negative"
"killer","negative"
"killer","negative"
"killjoy","negative"
"knave","negative"
"knock","negative"
"kook","negative"
"kooky","negative"
"lack","negative"
"lack","negative"
"lackadaisical","negative"
"lackey","negative"
"lackeys","negative"
"lackeys","negative"
"lacking","negative"
"laconic","negative"
"lame","negative"
"lame-duck","negative"
"lamentable","negative"
"lamentably","negative"
"languid","negative"
"lanky","negative"
"languor","negative"
"languorous","negative"
"languorously","negative"
"lapse","negative"
"lascivious","negative"
"last-ditch","negative"
"last-ditch","negative"
"laugh","negative"
"laughable","negative"
"laughably","negative"
"laughingstock","negative"
"laughter","negative"
"lawbreaker","negative"
"lawbreaking","negative"
"lawless","negative"
"lawlessness","negative"
"lawlessness","negative"
"lax","negative"
"lax","negative"
"lazy","negative"
"leakage","negative"
"leaky","negative"
"least","negative"
"lech","negative"
"lecher","negative"
"lecher","negative"
"lecherous","negative"
"lechery","negative"
"lecture","negative"
"leech","negative"
"leech","negative"
"leer","negative"
"leery","negative"
"left-leaning","negative"
"less","negative"
"less-developed","negative"
"lesser","negative"
"lesser-known","negative"
"letch","negative"
"lethal","negative"
"lethargic","negative"
"lethargy","negative"
"lewd","negative"
"lewdly","negative"
"lewdness","negative"
"liable","negative"
"liability","negative"
"liability","negative"
"liar","negative"
"liar","negative"
"liars","negative"
"liars","negative"
"licentious","negative"
"licentiously","negative"
"licentiousness","negative"
"lie","negative"
"lie","negative"
"lie","negative"
"lier","negative"
"lies","negative"
